page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
506749,Wilfred Noble (Earth-616),\/Wilfred_Noble_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,Oct-74,1974
12994,Zeneg (Earth-616),\/Zeneg_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Mar-74,1974
340225,Agathon (Earth-616),\/Agathon_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jan-75,1975
625959,Alhambra (Akbitana) (Earth-616),\/Alhambra_(Akbitana)_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,1,Aug-75,1975
419825,Arnold Nicholson (Earth-616),\/Arnold_Nicholson_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,Jan-75,1975
643450,Chiroptera (Earth-616),\/Chiroptera_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jan-75,1975
491098,Clete Brandon (Earth-616),\/Clete_Brandon_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jul-75,1975
625472,Constantius (Earth-616),\/Constantius_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,Apr-75,1975
566372,Dack Derringer (Earth-616),\/Dack_Derringer_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Jul-75,1975
560190,Dansker (Earth-616),\/Dansker_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Dec-75,1975
77220,Desinna (Earth-616),\/Desinna_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,1,Jan-75,1975
663356,Doctor Kurarkill (Earth-616),\/Doctor_Kurarkill_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,1,Oct-75,1975
15959,Doomsman II (Earth-616),\/Doomsman_II_(Earth-616),Public Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Apr-75,1975
560202,Ehrthold (Earth-616),\/Ehrthold_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,1,Aug-75,1975
18446,Father Aimes (Earth-616),\/Father_Aimes_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Deceased Characters,1,Mar-75,1975
310952,Father of All Worlds (Earth-616),\/Father_of_All_Worlds_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Apr-75,1975
300561,Gregor Rovik (Earth-616),\/Gregor_Rovik_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Aug-75,1975
311228,Grithstane (Earth-616),\/Grithstane_(Earth-616),,Good Characters,,Grey Hair,Male Characters,,Living Characters,1,Jul-75,1975
490646,Grond (Earth-616),\/Grond_(Earth-616),No Dual Identity,Bad Characters,,,,,Deceased Characters,1,Jan-75,1975
723923,Jackson Hunter (Earth-616),\/Jackson_Hunter_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,1,Aug-75,1975
182275,Krieghund (Earth-616),\/Krieghund_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,1,Jun-75,1975
625470,Marcios (Earth-616),\/Marcios_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,Apr-75,1975
490499,Montgomery Ford (Earth-616),\/Montgomery_Ford_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Mar-75,1975
116621,Mute (Earth-616),\/Mute_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,1,Nov-75,1975
705990,Omell (Earth-616),\/Omell_(Earth-616),No Dual Identity,Bad Characters,,,Female Characters,,Deceased Characters,1,Mar-75,1975
311156,Paingloss (Earth-616),\/Paingloss_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Jul-75,1975
19308,Quasar (Evolved Ape) (Earth-616),\/Quasar_(Evolved_Ape)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-75,1975
725673,Rhaigor (Earth-616),\/Rhaigor_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,1,Aug-75,1975
705574,Ricky Lambert Martinson (Earth-616),\/Ricky_Lambert_Martinson_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Aug-75,1975
723917,Sainte-Cloud (Earth-616),\/Sainte-Cloud_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1,Mar-75,1975
705736,Salome (Khauran) (Earth-616),\/Salome_(Khauran)_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,1,Apr-75,1975
311244,Sardanus (Earth-616),\/Sardanus_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,Jul-75,1975
625958,Shamash-Shum-Ukin (Earth-616),\/Shamash-Shum-Ukin_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Aug-75,1975
309707,Soul-Beast (Earth-616),\/Soul-Beast_(Earth-616),No Dual Identity,Bad Characters,,No Hair,,,Deceased Characters,1,Mar-75,1975
702132,Steve Gerber (Earth-616),\/Steve_Gerber_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Oct-75,1975
36256,Tancredo Carezzi (Earth-616),\/Tancredo_Carezzi_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Aug-75,1975
36257,Turhan Barim (Earth-616),\/Turhan_Barim_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-75,1975
612178,Willie Dance (Earth-616),\/Willie_Dance_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-75,1975
285265,Zero (Kurakill) (Earth-616),\/Zero_(Kurakill)_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Oct-75,1975
24793,Arnold Krank (Earth-616),\/Arnold_Krank_(Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,1,Jan-76,1976
389633,Assassin (Cyborg) (Earth-616),\/Assassin_(Cyborg)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Oct-76,1976
300551,Bartolome (Earth-616),\/Bartolome_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Feb-76,1976
751719,Count Macho (Earth-616),\/Count_Macho_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,May-76,1976
246368,Curtis Ranklin (Earth-616),\/Curtis_Ranklin_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Sep-76,1976
532724,Cynthia (Earth-616),\/Cynthia_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1,Jul-76,1976
72753,Ed Croesus (Earth-616),\/Ed_Croesus_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1,Jul-76,1976
16182,Gort (Earth-616),\/Gort_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1,Dec-76,1976
251727,Harold Paprika (Earth-616),\/Harold_Paprika_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Jun-76,1976
246818,Harold Windom (Earth-616),\/Harold_Windom_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jul-76,1976
415513,Hoenir (Asgardian) (Earth-616),\/Hoenir_(Asgardian)_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Sep-76,1976
677544,Hugo Danner (Earth-616),\/Hugo_Danner_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,Dec-76,1976
18826,Jeffrey Parks (Earth-616),\/Jeffrey_Parks_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Dec-76,1976
725518,Jorge Moat (Earth-616),\/Jorge_Moat_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Feb-76,1976
674806,Kerwin Kronus (Earth-20476),\/Kerwin_Kronus_(Earth-20476),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Oct-76,1976
489336,Kirk Marston (Earth-616),\/Kirk_Marston_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,Apr-76,1976
558303,Kronak (Terragonia) (Earth-616),\/Kronak_(Terragonia)_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jul-76,1976
289334,Mako (Atlantean) (Earth-616),\/Mako_(Atlantean)_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,Dec-76,1976
605384,Michael Stevenson (Earth-616),\/Michael_Stevenson_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Dec-76,1976
532725,Molecule Person (Earth-616),\/Molecule_Person_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,,,Living Characters,1,Jul-76,1976
726398,Mortag (Earth-616),\/Mortag_(Earth-616),No Dual Identity,Bad Characters,,No Hair,,,Living Characters,1,Nov-76,1976
738330,Phelch (Earth-616),\/Phelch_(Earth-616),,Bad Characters,,,,,Living Characters,1,Mar-76,1976
466966,Roger Stephenson (Earth-616),\/Roger_Stephenson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1,Jun-76,1976
43779,Ruffio Costa (Earth-616),\/Ruffio_Costa_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Oct-76,1976
18252,Scott Lawrence (Earth-616),\/Scott_Lawrence_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Jan-76,1976
589007,Steel Harris (Earth-616),\/Steel_Harris_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,Dec-76,1976
18203,Steven Tyler (Earth-616),\/Steven_Tyler_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Dec-76,1976
721569,Uri Geller (Earth-616),\/Uri_Geller_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,May-76,1976
532726,Version of the Molecule Man (Earth-616),\/Version_of_the_Molecule_Man_(Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,,,Living Characters,1,Jul-76,1976
736097,Volcanus (Earth-616),\/Volcanus_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jun-76,1976
494550,Vulcan (Black Goliath foe) (Earth-616),\/Vulcan_(Black_Goliath_foe)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jun-76,1976
477623,Zartros (Earth-616),\/Zartros_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Aug-76,1976
18622,Ali Wazoo (Earth-616),\/Ali_Wazoo_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Aug-77,1977
392633,Atlan (Earth-616),\/Atlan_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Aug-77,1977
627410,Cyrus Vance (Earth-616),\/Cyrus_Vance_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Nov-77,1977
707015,David Sorenson (Earth-616),\/David_Sorenson_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Aug-77,1977
17523,Eric Sinkovitz (Earth-616),\/Eric_Sinkovitz_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Aug-77,1977
251724,Eric Slaughter (War-Yore) (Earth-616),\/Eric_Slaughter_(War-Yore)_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,1,Jul-77,1977
78607,Gideon Smith (Earth-616),\/Gideon_Smith_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Jun-77,1977
727249,Harmony Killdragon (Earth-616),\/Harmony_Killdragon_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1,Jan-77,1977
663867,Ignatz Goldman (Earth-616),\/Ignatz_Goldman_(Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,1,Feb-77,1977
726714,Jerry Moulinski (Earth-616),\/Jerry_Moulinski_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Apr-77,1977
251729,Kurt Klemmer (Earth-616),\/Kurt_Klemmer_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jan-77,1977
168630,Malice (Ghost Rider Foe) (Earth-616),\/Malice_(Ghost_Rider_Foe)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Aug-77,1977
281217,Marion Martinet (Earth-616),\/Marion_Martinet_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Nov-77,1977
281214,Mercenary (Human Fly Foe) (Earth-616),\/Mercenary_(Human_Fly_Foe)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Sep-77,1977
246370,Michelle Warkworth (Earth-616),\/Michelle_Warkworth_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,1,Aug-77,1977
16601,Rupert Kemp (Earth-616),\/Rupert_Kemp_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Aug-77,1977
19327,Smasher (Second Daredevil Foe) (Earth-616),\/Smasher_(Second_Daredevil_Foe)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Nov-77,1977
168390,Stryke (Earth-616),\/Stryke_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,1,Aug-77,1977
2462,Thraxton (Earth-616),\/Thraxton_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Nov-77,1977
13366,Warhawk (Robot) (Earth-616),\/Warhawk_(Robot)_(Earth-616),,Bad Characters,,,,,Living Characters,1,Dec-77,1977
697618,Alaric (Mystic) (Earth-616),\/Alaric_(Mystic)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-78,1978
389000,Arthur Shaman (Earth-616),\/Arthur_Shaman_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Mar-78,1978
71247,Arthur Thornhill (Earth-616),\/Arthur_Thornhill_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1,Mar-78,1978
389606,Askare (Earth-616),\/Askare_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-78,1978
241890,Bennet Barlow (Earth-616),\/Bennet_Barlow_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Feb-78,1978
491218,Fahe (Earth-616),\/Fahe_(Earth-616),,Good Characters,,,,,Living Characters,1,Oct-78,1978
176605,Frank (Police Officer) (Earth-616),\/Frank_(Police_Officer)_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Jul-78,1978
683580,Glenn Reeper (Earth-616),\/Glenn_Reeper_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,Mar-78,1978
176603,Helen (Police Officer) (Earth-616),\/Helen_(Police_Officer)_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Jul-78,1978
504437,Hijiri Sabuki (Earth-616),\/Hijiri_Sabuki_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,1,Mar-78,1978
725361,Ingesteev (Earth-616),\/Ingesteev_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,1,Sep-78,1978
18800,Ishanta (Earth-616),\/Ishanta_(Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Living Characters,1,Mar-78,1978
18302,Jason Struthers (Earth-616),\/Jason_Struthers_(Earth-616),,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,May-78,1978
247301,Jonathan Hemlock (Earth-616),\/Jonathan_Hemlock_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-78,1978
725366,Kallara (Earth-616),\/Kallara_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-78,1978
389749,Ken Astor (Earth-616),\/Ken_Astor_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Aug-78,1978
725364,Kordazt (Earth-616),\/Kordazt_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,1,Sep-78,1978
558529,Manduu (Earth-616),\/Manduu_(Earth-616),,Bad Characters,Red Eyes,,Male Characters,,Living Characters,1,Oct-78,1978
725367,Milandra (Earth-616),\/Milandra_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-78,1978
388586,Mortimer Freebish (Earth-616),\/Mortimer_Freebish_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Apr-78,1978
542011,Observer XJ-17 (Earth-616),\/Observer_XJ-17_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,May-78,1978
558356,Sir Hogg (Earth-616),\/Sir_Hogg_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Jun-78,1978
560633,Sombra (Earth-616),\/Sombra_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,1,Mar-78,1978
751732,Sudd (Earth-616),\/Sudd_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Jan-78,1978
448656,Ten-For (Earth-616),\/Ten-For_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Jun-78,1978
15951,Thermatron (Earth-616),\/Thermatron_(Earth-616),Secret Identity,Bad Characters,,No Hair,,,Living Characters,1,Jun-78,1978
18543,Zuni (Earth-616),\/Zuni_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Mar-78,1978
18440,Aeltri (Earth-616),\/Aeltri_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,1,Nov-79,1979
389607,Asmodeus (Enclave) (Earth-616),\/Asmodeus_(Enclave)_(Earth-616),,Bad Characters,,,,,Living Characters,1,Dec-79,1979
419844,Atlo (Earth-616),\/Atlo_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Sep-79,1979
418007,Basque (Earth-616),\/Basque_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,1,Feb-79,1979
424096,Carbon (Element) (Earth-616),\/Carbon_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1,Oct-79,1979
561422,Charn (Earth-616),\/Charn_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Feb-79,1979
752971,Chlorine (Human) (Earth-616),\/Chlorine_(Human)_(Earth-616),,Bad Characters,,,,,Living Characters,1,Oct-79,1979
745821,Count Barzon (Earth-616),\/Count_Barzon_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Aug-79,1979
94443,Daniel Ironwood (Earth-616),\/Daniel_Ironwood_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Deceased Characters,1,Oct-79,1979
24327,Drexxon (Earth-616),\/Drexxon_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,1,Apr-79,1979
16012,Ennis Tremellyn (Earth-616),\/Ennis_Tremellyn_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,,Male Characters,,Deceased Characters,1,Mar-79,1979
128994,Fia Lundstom (Earth-616),\/Fia_Lundstom_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-79,1979
409001,Grogarr (Earth-616),\/Grogarr_(Earth-616),,Good Characters,,,,,Deceased Characters,1,Aug-79,1979
104645,Hans Feldstadt (Earth-616),\/Hans_Feldstadt_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Feb-79,1979
258474,Hulk (Arcade Robot) (Earth-616),\/Hulk_(Arcade_Robot)_(Earth-616),,Bad Characters,,,,,Living Characters,1,Aug-79,1979
556248,Hy Torque (Earth-616),\/Hy_Torque_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Feb-79,1979
29878,Jean Grey (Lady Grey) (Earth-616),\/Jean_Grey_(Lady_Grey)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,1,Sep-79,1979
46745,Jeff Colt (Earth-616),\/Jeff_Colt_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Mar-79,1979
246258,Joseph Rambo (Earth-616),\/Joseph_Rambo_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-79,1979
724207,Karl Oheimer (Earth-616),\/Karl_Oheimer_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,1,Nov-79,1979
734606,Marglar (Earth-616),\/Marglar_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,1,Aug-79,1979
753114,Radium (Human) (Earth-616),\/Radium_(Human)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1,Oct-79,1979
561424,Sherna (Earth-616),\/Sherna_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Feb-79,1979
753101,Vanadium (Human) (Earth-616),\/Vanadium_(Human)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1,Oct-79,1979
578340,Vincent Charles (Earth-616),\/Vincent_Charles_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Apr-79,1979
24330,Xalxor (Earth-616),\/Xalxor_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,1,Aug-79,1979
430482,Addison Blackburn (Earth-616),\/Addison_Blackburn_(Earth-616),No Dual Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Apr-80,1980
18470,Agent K (Earth-616),\/Agent_K_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,1,Dec-80,1980
18526,All-Devourer (Earth-616),\/All-Devourer_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jan-80,1980
389618,Asmodiar (Earth-616),\/Asmodiar_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jun-80,1980
416120,Barry Witherspoon (Earth-616),\/Barry_Witherspoon_(Earth-616),,Bad Characters,,Blond Hair,,,Living Characters,1,Apr-80,1980
14475,Bruiser (Jarvis Foe) (Earth-616),\/Bruiser_(Jarvis_Foe)_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,Nov-80,1980
4515,Casper Whimpley (Earth-616),\/Casper_Whimpley_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jan-80,1980
18649,David Wu (Earth-616),\/David_Wu_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Jul-80,1980
155678,Doctor Chowder (Earth-616),\/Doctor_Chowder_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,1,Apr-80,1980
155881,Father Eisner (Earth-616),\/Father_Eisner_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,1,Apr-80,1980
155735,Father McFarland (Earth-616),\/Father_McFarland_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,1,Apr-80,1980
457975,Harry Dolenz (Earth-616),\/Harry_Dolenz_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Jul-80,1980
246363,James Lardner (Earth-616),\/James_Lardner_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Mar-80,1980
734956,Jay DeMore (Earth-616),\/Jay_DeMore_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Mar-80,1980
100013,Jimmy Crawley (Earth-616),\/Jimmy_Crawley_(Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,1,Dec-80,1980
155904,Marie Eisner (Earth-616),\/Marie_Eisner_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,1,Apr-80,1980
106338,Muck Monster (Earth-616),\/Muck_Monster_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Mar-80,1980
64342,Pamela Dean (Earth-616),\/Pamela_Dean_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Jun-80,1980
289329,Ronga (Earth-616),\/Ronga_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,Jun-80,1980
94450,Salvatore (Hellfire Club) (Earth-616),\/Salvatore_(Hellfire_Club)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Mar-80,1980
745850,Status Quo (Earth-616),\/Status_Quo_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-80,1980
289328,Tornaga (Earth-616),\/Tornaga_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1,Jun-80,1980
18597,Wani (Earth-616),\/Wani_(Earth-616),,Bad Characters,,,,,Living Characters,1,Mar-80,1980
506058,Wazira (Earth-616),\/Wazira_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Jun-80,1980
662119,Andrew Pauncholito (Earth-616),\/Andrew_Pauncholito_(Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,1,Dec-81,1981
425480,Barbaric (Earth-616),\/Barbaric_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Feb-81,1981
72761,Bo Barrigan (Earth-616),\/Bo_Barrigan_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jul-81,1981
436862,Boom-Boom (Committee) (Earth-616),\/Boom-Boom_(Committee)_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Feb-81,1981
108414,Bull (Moon Knight Foe) (Earth-616),\/Bull_(Moon_Knight_Foe)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Feb-81,1981
72930,Centauria (Microverse) (Earth-616),\/Centauria_(Microverse)_(Earth-616),Public Identity,Bad Characters,,Blue Hair,Female Characters,,Deceased Characters,1,Nov-81,1981
32162,Compressor (Earth-616),\/Compressor_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,1,Mar-81,1981
745290,Delia Childress (Earth-616),\/Delia_Childress_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1,Feb-81,1981
471160,Devlunn (Earth-616),\/Devlunn_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jul-81,1981
425471,Edward Czerniak (Earth-616),\/Edward_Czerniak_(Earth-616),,Good Characters,,Bald,Male Characters,,Living Characters,1,Jan-81,1981
248821,Edward Stanford (Earth-616),\/Edward_Stanford_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jan-81,1981
425470,Father Coza (Earth-616),\/Father_Coza_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Jan-81,1981
388557,Glazier (Earth-616),\/Glazier_(Earth-616),,Bad Characters,,White Hair,Female Characters,,Living Characters,1,Aug-81,1981
425488,Grimgerta (Earth-616),\/Grimgerta_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,1,Sep-81,1981
32171,Hugo Lopez (Earth-616),\/Hugo_Lopez_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Jan-81,1981
